respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.09603572767064454,0.2442866063572977
26708,0.05017270110201573,0.06975050504850601
26709,0.16206482604217332,0.5085407089831445
26710,0.5347565144470456,0.9173467157862558
26711,0.21315571737834413,0.649715809418289
26712,0.3247787742615067,0.8736349653970307
26713,0.18177318720948613,0.3233415697817437
26714,0.06759191501583149,0.18292746879391672
26715,0.08491316962795818,0.305083015041128
26716,0.116670281306265,0.7700193905702187
26717,0.04044172155374428,0.5514025654239909
26718,0.28561576203604944,0.5845386141009815
26719,0.1300350815034126,0.7279769950582141
26720,0.024109977786398465,0.08977045401831774
26721,0.15433386136788235,0.2497518602049561
26722,0.04674532977896242,0.13343424099122575
26723,0.4503839390085872,0.6835137377320548
26724,0.10845087070291486,0.5610426111962249
26725,0.011500536988845605,0.04663988419268506
26726,0.01854330864258808,0.05874744150079175
26727,0.0814710063989235,0.5811008540989967
26728,0.27120269695454485,0.6298366896894079
26729,0.10280004225314587,0.3572368899786181
26730,0.06457569734560059,0.29919540568627384
26731,0.05988660045226637,0.4763154887610949
26732,0.3398610571306692,0.3162370623976566
26733,0.5823463354221664,0.8434298681070699
26734,0.3744037519896044,0.4285840279546651
26735,0.10985733521437449,0.5226696323757076
26736,0.06972496811751878,0.1767922305619902
26737,0.11028548962390136,0.15693295272877253
26738,0.36684910466568005,0.8194652274529824
26739,0.14408858042142247,0.2969772362424911
26740,0.11225649459301566,0.1252534118407981
26741,0.2738306528562099,0.8235307811668501
26742,0.16557787784875222,0.4870336906817141
26743,0.05954679622241503,0.47011026481255763
26744,0.03569843856442381,0.5271612418751501
26745,0.41085018609021473,0.9518696953418412
26746,0.1353180339588862,0.4136736921891994
26747,0.09886531595344428,0.3433470229804968
26748,0.13279866860984066,0.12253443139856086
26749,0.1404541483018695,0.41605667747081376
26750,0.49301251183811695,0.8643396605055452
26751,0.19569485528237726,0.6356421171016696
26752,0.06926963883281481,0.10171640029189292
26753,0.11058356444816175,0.6118012755974079
26754,0.18251556135409022,0.2904746415485791
26755,0.4056459477957259,0.7940899280967895
26756,0.13236974051580205,0.2227737533256723
26757,0.3491907632245108,0.5499988803107305
26758,0.22788907843400985,0.600677165942755
26759,0.16180527326201388,0.47923645705791834
26760,0.0756805687948663,0.127979939338417
26761,0.043712642200697566,0.2992714764010114
26762,0.16582376572611837,0.8177541244613498
26763,0.7431560874759549,0.9594079230863708
26764,0.7355950646388008,0.9016506015198817
26765,0.7015726336071907,0.9515121652237456
26766,0.10658071744873816,0.15788781487628956
26767,0.6510917250102309,0.7353963471931646
26768,0.04814353650312377,0.3742181779423591
26769,0.05854550741840351,0.0906074899814208
26770,0.1860371756521353,0.5899011685793314
26771,0.04383304208599683,0.15173808357933583
26772,0.09446449151838172,0.39151872702745205
26773,0.02444780476530878,0.2802291388394652
26774,0.0803775840000188,0.2827212866948108
26775,0.10630062378653735,0.6099414103951983
26776,0.3941973785540928,0.4434936573564735
26777,0.165021317400556,0.8205537794666312
26778,0.09680081669927673,0.4032991029302832
26779,0.10946960490712308,0.5903370182928235
26780,0.0726228620159764,0.7520869567361071
26781,0.13963805073127603,0.6895472388756699
26782,0.090983194940764,0.49394323568543275
26783,0.11572654053663481,0.48207841408261376
26784,0.2589476826080343,0.7967101148349491
26785,0.38486059373101,0.5924402004475823
26786,0.07288086151070931,0.21519522717155154
26787,0.071055281964692,0.32328571309913073
26788,0.20475466869711256,0.7638905795053357
26789,0.07445674089453252,0.31060760374236007
26790,0.06909130090073944,0.34749880489437596
26791,0.06361307419726181,0.17860755763807118
26792,0.3007067774662934,0.8797284628800351
26793,0.17307844669093594,0.7057234301903684
26794,0.5338330024508059,0.8171190007271771
26795,0.08268984767882467,0.8743059450722647
26796,0.1339948015361432,0.16262191312543275
26797,0.14214791600488333,0.46297293016427327
26798,0.33473826874044166,0.37064092736015186
26799,0.16701623897302936,0.1781416515321728
26800,0.08965177272789046,0.8501649591571218
26801,0.10533998299431077,0.18932594449147006
26802,0.18606019194762227,0.3195075669566691
26803,0.0527550493645734,0.18439706756508792
26804,0.11365234349193515,0.20036034580698317
26805,0.08089844103736862,0.41403155994329505
26806,0.1291766081172729,0.6820215449960936
26807,0.4672266986429385,0.9228853892805294
26808,0.20927135341004696,0.6050701991677978
26809,0.13684533825052156,0.26833447181102477
26810,0.06621715013645821,0.25063448508421676
26811,0.03534552378598599,0.07093164947349818
26812,0.07901561832673473,0.6917032002959972
26813,0.1521104979422083,0.185722685287121
26814,0.05143466935876218,0.44463322240617964
26815,0.09513159451402058,0.21934431682775393
26816,0.022252437740094607,0.27107456716813094
26817,0.1336182362109471,0.7196727175743833
26818,0.07835189784955547,0.44426169601313953
26819,0.1945258258607836,0.5929946501769375
26820,0.06846727652420825,0.2630223218501373
26821,0.07716890241105571,0.3657229474622947
26822,0.09372550120713993,0.5493009286475089
26823,0.23992358783279563,0.34418910674155834
26824,0.08948583491273213,0.4314638022552185
26825,0.3687589717895239,0.6889981202874876
26826,0.18140304638843194,0.8504410037535536
26827,0.04730769315510474,0.24568583110275208
26828,0.21580414040664006,0.7334006085848666
26829,0.31424154976187724,0.847591865541988
26830,0.07650690012553919,0.5862826050692791
26831,0.08676712579113076,0.5506841636517855
26832,0.18549030204512945,0.6738329856755658
26833,0.04803838278468513,0.6226415108863501
26834,0.34010595822813855,0.7933244657088707
26835,0.3480135726657574,0.8934407534778274
26836,0.06875109153194886,0.4258764833012167
26837,0.17055700284795014,0.23441105288361727
26838,0.12297389871176823,0.47282405731215627
26839,0.23496413440751462,0.6146216426606589
26840,0.17058124221171242,0.27237408763771404
26841,0.39240446679180147,0.850889326734465
26842,0.07361921056376318,0.23564170659963965
26843,0.040986906299095294,0.029436650528377586
26844,0.1094120310288296,0.7815375210597135
26845,0.1759457910461492,0.6049703464009583
26846,0.05025045310209227,0.6279350387205949
26847,0.04208617536178905,0.08243733047206701
26848,0.05094717870214912,0.755051403480011
26849,0.2754146599972725,0.8015202441313644
26850,0.34463578603593525,0.6119859579865391
26851,0.08537257810343024,0.12329487209112758
26852,0.06036911332172274,0.19521874199328898
26853,0.3696868188355574,0.49019475190872813
26854,0.013150042056176264,0.10340635211548238
26855,0.4548360298759852,0.8517848451566032
26856,0.052071071504884305,0.041740040809477824
26857,0.29631006183156217,0.13809589853440798
26858,0.06319681357643045,0.4517348035342082
26859,0.10577066212651118,0.19403872065369088
26860,0.46949864098844935,0.2669978060885845
26861,0.09960582293800453,0.14452120042903754
26862,0.10250655511510821,0.4131558544919671
26863,0.09648346265931353,0.3566722961415382
26864,0.39278794274018364,0.6961825755644208
26865,0.061977906308525,0.13112454241471702
26866,0.3741577486552236,0.8382554958366196
26867,0.07832130568715111,0.15169701614034325
26868,0.364949893817894,0.8096287512065214
26869,0.12585356801900754,0.5807394763552676
26870,0.29800455864484393,0.5770510385078423
26871,0.17472186816715957,0.13448585461800455
26872,0.06033314691899635,0.14189264968668636
26873,0.4658132324588384,0.8723824772230153
26874,0.02879245239863436,0.1486449891542771
26875,0.5561491539969092,0.9098150760007124
26876,0.025950958415518487,0.05282196653322976
26877,0.026393343634553576,0.1033162903517424
26878,0.4597808781682204,0.6540392157720364
26879,0.07045716720660156,0.14629806313351595
26880,0.29080373058666575,0.6301344192165085
26881,0.04816822995272921,0.16425022208078746
26882,0.03694940581495484,0.1239606063337383
26883,0.08974078711980928,0.3610528904989172
26884,0.0648464682940043,0.23551910347344845
26885,0.1336308944060083,0.8186698243395509
26886,0.18356759124510577,0.8265903167148669
26887,0.6372557014560163,0.902452293050674
26888,0.6789855312540173,0.8609867879579461
26889,0.09750669719752651,0.2657108470866299
26890,0.05550624432296707,0.26025769443275626
26891,0.141833074436561,0.4243468125792868
26892,0.037939899329591416,0.6679075854363454
26893,0.05747827634733029,0.1923790762967413
26894,0.129742071447362,0.378349640464401
26895,0.08541245043805662,0.8318368042315492
26896,0.08293205698189265,0.143267254362842
26897,0.19806768122949642,0.7438575307478388
26898,0.08656078834761609,0.4812460875491482
26899,0.15790175965401662,0.2167399610454879
26900,0.0646226810114048,0.2417528528851913
26901,0.020994049886743967,0.3477746552279766
26902,0.33976632191724515,0.8699772576793114
26903,0.3050923521723214,0.284159524240715
26904,0.13090917049189055,0.545576686602884
26905,0.35929944436472194,0.7035414738604798
26906,0.047031446432291846,0.2749783096905808
26907,0.04450547278515958,0.39362212219859655
26908,0.32407568726769737,0.856792269137004
26909,0.23842825332435802,0.5553334039067632
26910,0.03348510865128078,0.19615043307683844
26911,0.04018400329226338,0.14886787371733948
26912,0.350258309722151,0.9072561833065063
26913,0.5784318035758556,0.7763894163646424
26914,0.13258935431815122,0.28015113013520543
26915,0.155085194534285,0.588558888252835
26916,0.07974989086725694,0.33332357733077816
26917,0.04190710150538197,0.12395042525655532
26918,0.5111001313012931,0.8308083541056427
26919,0.13287048713701485,0.556764634457663
26920,0.07193675349510384,0.2757120659938963
26921,0.1764944313847963,0.6115765177868288
26922,0.07505447504194313,0.49078170080268047
26923,0.10757685795380618,0.5353485013662257
26924,0.40763576214368785,0.752094837134646
26925,0.04753322501568555,0.44355506287503255
26926,0.3721883827873451,0.4670424072814822
26927,0.07974962924741567,0.4453079271144279
26928,0.2109704381350996,0.45485275343542564
26929,0.06873985444028766,0.1233252775162977
26930,0.45404223546655814,0.8339918627478659
26931,0.19261477017219425,0.5174369380951435
26932,0.14427298673081349,0.6922125255659151
26933,0.12175594258497756,0.4947331035589379
26934,0.14360862822335205,0.5087178625214337
26935,0.07542675205467084,0.4905181126681186
26936,0.344471789908202,0.7260395159246805
26937,0.17734269442203693,0.5305564672482204
26938,0.037241591387203135,0.0430201639336704
26939,0.02613614597380589,0.05638244255157924
26940,0.14213592156888893,0.2509806951316206
26941,0.03870993544131752,0.3293527855365063
26942,0.5760411206545948,0.8137954787115994
26943,0.2339052913537558,0.57480263928718
26944,0.06829639431674872,0.23671101891774593
26945,0.23447905310414063,0.680906792602625
26946,0.25249220529930594,0.5169810398113608
26947,0.12924632927320723,0.43806506021536884
26948,0.05387180401710021,0.21748086369636146
26949,0.09421258324533248,0.2214844436632439
26950,0.19140236917855463,0.472013226069051
26951,0.08015696504519088,0.290250137155435
26952,0.3564866367639499,0.7990425878128842
26953,0.5233275089886399,0.9380352439762887
26954,0.035086292445007564,0.12856783705334393
26955,0.10384200412689212,0.4957502123588694
26956,0.07292854948580095,0.23607020229502226
26957,0.15388238544061436,0.8151960715615784
26958,0.12451203393882894,0.6073538513652718
26959,0.033511377161425604,0.14835293185871584
26960,0.04017978337526394,0.06484402798158384
26961,0.20294026158397177,0.4965539773285578
26962,0.3019823517656195,0.8315201910417711
26963,0.05869901529026509,0.192429911399134
26964,0.08184302482110134,0.22129274855042894
26965,0.8272491941000752,0.9659725401571501
26966,0.08772058460988001,0.11958638230780094
26967,0.18727688847854118,0.4585705937817982
26968,0.031146816276961614,0.7435999682854888
26969,0.03857390957264252,0.20829701806002135
26970,0.17279089954606025,0.5183339392222029
26971,0.08058800639937287,0.268004225830061
26972,0.011811601290150464,0.062486167040768946
26973,0.06492273748194234,0.1465820593378779
26974,0.09847391828716758,0.32087988669261375
26975,0.050065411297626934,0.48578509928795927
26976,0.7705548799330293,0.43198424927242624
26977,0.10084011568752306,0.4554954279897006
26978,0.11631991998838814,0.6134328365649303
26979,0.13121084536527622,0.5828764783310632
26980,0.0806644828237432,0.25058148767731236
26981,0.021285983487334147,0.14014104686712356
26982,0.1547877105323257,0.7113450266169081
26983,0.19368548595826748,0.5537047948494469
26984,0.07777928784381537,0.19810993253062822
26985,0.0650448962757368,0.2818492651754128
26986,0.1330578458604822,0.3978090264029891
26987,0.1199123530914838,0.3205436833586795
26988,0.07148394335229002,0.24465168404140578
26989,0.3242970591194113,0.848002147389348
26990,0.07167491079381504,0.20578589964306646
26991,0.14024255996991986,0.30569800640535777
26992,0.19079047067450275,0.441664155060322
26993,0.12672339054617993,0.8192424288100965
26994,0.03638534935240309,0.1315530744964861
26995,0.22734466147368737,0.6461107782032903
26996,0.10982220575118046,0.2729133008671926
26997,0.09956189915743305,0.34905562488768804
26998,0.08191157208053289,0.1677253562463643
26999,0.2774662869340788,0.3216802562482255
27000,0.10437507500190617,0.2917436279182923
27001,0.18520001477403986,0.6658394299234524
27002,0.0912129130243636,0.31168931824185153
27003,0.11656427245644338,0.1835649983968374
27004,0.10607276352588871,0.28346020239545555
27005,0.2197380040614699,0.6919550165273403
27006,0.6562411244634729,0.8543250085035646
27007,0.008979918718476778,0.04808680944653426
27008,0.1182787009456219,0.1199405109270648
27009,0.02435385631778399,0.1578137386040559
27010,0.0573328835652596,0.1789439666178367
27011,0.0643245739043614,0.130646481392864
27012,0.24247486089524187,0.439281444711426
27013,0.07973707753488496,0.35820590040947364
27014,0.01108939620293562,0.2730999053816956
27015,0.10052363306806739,0.2909986953038392
27016,0.07116794341415512,0.24216977603332784
27017,0.3122382353123669,0.7306040612434673
27018,0.07182773515332294,0.21587232041321455
27019,0.8306082807388768,0.9604132899920818
27020,0.1627879310254541,0.23435035501471438
27021,0.2149838565128359,0.6255794004033377
27022,0.15405005510415218,0.2985930004591442
27023,0.14451299228305003,0.336951291340574
27024,0.1920913230938354,0.5425629785876458
27025,0.029383807987470558,0.04839494368180769
27026,0.1340486925708064,0.4981699391033663
27027,0.11134658582753264,0.720004256965757
27028,0.4437262364512788,0.8890106865740759
